ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
17484	"ENSMUSG00000062629"	"Olfr114"	chr17	-	37591124	37591325	37589232	37590377	37592632	37592743
17485	"ENSMUSG00000032217"	"Rnf111"	chr9	-	70502939	70503002	70475775	70476668	70503458	70503725
17486	"ENSMUSG00000032212"	"Sltm"	chr9	+	70543969	70544057	70542753	70543081	70559036	70559101
17487	"ENSMUSG00000032212"	"Sltm"	chr9	+	70583931	70584112	70581300	70581464	70584752	70584877
17488	"ENSMUSG00000032204"	"Aqp9"	chr9	-	71126680	71126830	71122790	71123008	71130420	71130539
17489	"ENSMUSG00000032204"	"Aqp9"	chr9	-	71163411	71163590	71162972	71163146	71164540	71164582
17490	"ENSMUSG00000041361"	"Myzap"	chr9	-	71524781	71524865	71515068	71515169	71546668	71546774
17491	"ENSMUSG00000041361"	"Myzap"	chr9	-	71586171	71586216	71579610	71579697	71592189	71592342
17492	"ENSMUSG00000020807"	"4933427D14Rik"	chr11	-	72165516	72165598	72159399	72159520	72166637	72166823
17493	"ENSMUSG00000020807"	"4933427D14Rik"	chr11	-	72191277	72191344	72189547	72189758	72191418	72191634
17494	"ENSMUSG00000020807"	"4933427D14Rik"	chr11	-	72202411	72202554	72198362	72198963	72207195	72207267
17495	"ENSMUSG00000014601"	"Strip1"	chr3	-	107620039	107620103	107618910	107618982	107620208	107620274
17496	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72281083	72281164	72274978	72275029	72285786	72287421
17497	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72295974	72296035	72295278	72295322	72298701	72298848
17498	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72301866	72302006	72301700	72301766	72307950	72308068
17499	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72303244	72303327	72301866	72302006	72307950	72308068
17500	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72309251	72309406	72307950	72308068	72312077	72312248
17501	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72318723	72318841	72312650	72312760	72319091	72319315
17502	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72339615	72340339	72339011	72339048	72360285	72360341
17503	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72351524	72351570	72339011	72339048	72360285	72360341
17504	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72359521	72359580	72351524	72351570	72360285	72360341
17505	"ENSMUSG00000090626"	"Tex9"	chr9	-	72472104	72472641	72461855	72461990	72473657	72473792
17506	"ENSMUSG00000090626"	"Tex9"	chr9	-	72473657	72473792	72461855	72461990	72478339	72478422
17507	"ENSMUSG00000090626"	"Tex9"	chr9	-	72476047	72476146	72473657	72473792	72477736	72477910
17508	"ENSMUSG00000090626"	"Tex9"	chr9	-	72477736	72477910	72473657	72473792	72478339	72478422
17509	"ENSMUSG00000090626"	"Tex9"	chr9	-	72479923	72480001	72478339	72478422	72480596	72480775
17510	"ENSMUSG00000090626"	"Tex9"	chr9	-	72482446	72482523	72480596	72480775	72484068	72484114
17511	"ENSMUSG00000090626"	"Tex9"	chr9	-	72482446	72482529	72479923	72480775	72484068	72484114
17512	"ENSMUSG00000028931"	"Kcnab2"	chr4	-	152400220	152400265	152396755	152396841	152400947	152401034
17513	"ENSMUSG00000028931"	"Kcnab2"	chr4	-	152419784	152419939	152417838	152418674	152421176	152421320
17514	"ENSMUSG00000028931"	"Kcnab2"	chr4	-	152425604	152425842	152412816	152412860	152430614	152430869
17515	"ENSMUSG00000028931"	"Kcnab2"	chr4	-	152425604	152425842	152412816	152412860	152434781	152434823
17516	"ENSMUSG00000028931"	"Kcnab2"	chr4	-	152434781	152434823	152412816	152412860	152435804	152435937
17517	"ENSMUSG00000028931"	"Kcnab2"	chr4	-	152473722	152473861	152435804	152435937	152477400	152477495
17518	"ENSMUSG00000033767"	"Tmem131l"	chr3	-	83909151	83909334	83906346	83906425	83910368	83910508
17519	"ENSMUSG00000032549"	"Rab6b"	chr9	+	103140381	103140440	103111806	103112226	103160819	103160873
17520	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45645760	45645852	45507807	45507957	45658802	45658941
17521	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45645760	45645852	45627738	45628272	45658802	45658941
17522	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45694557	45694613	45658803	45658941	45736152	45736202
17523	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45741486	45741579	45736152	45736202	45745419	45745446
17524	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45770545	45770590	45769828	45769895	45772533	45772653
17525	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45782801	45782960	45775588	45775703	45785268	45785325
17526	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45782801	45782960	45775588	45775703	45789975	45790025
17527	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45783542	45783626	45782801	45782960	45785268	45785325
17528	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45783542	45783626	45782801	45782960	45789975	45790025
17529	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45785268	45785325	45775588	45775703	45789975	45790025
17530	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45785268	45785325	45782801	45782960	45789975	45790025
17531	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45785268	45785325	45783542	45783626	45789975	45790025
17532	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45794977	45796558	45792780	45792968	45799709	45799798
17533	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45809408	45810191	45805652	45805853	45819718	45819768
17534	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51578582	51578660	51577073	51577160	51579574	51579613
17535	"ENSMUSG00000034075"	"Zdhhc5"	chr2	-	84713502	84713634	84711263	84711472	84714982	84715036
17536	"ENSMUSG00000032181"	"Scg3"	chr9	-	75682273	75682319	75681963	75682179	75682937	75682990
17537	"ENSMUSG00000032181"	"Scg3"	chr9	-	75682273	75682319	75681963	75682179	75683634	75684036
17538	"ENSMUSG00000032181"	"Scg3"	chr9	-	75682937	75682990	75681963	75682179	75683634	75683690
17539	"ENSMUSG00000032181"	"Scg3"	chr9	-	75682937	75682990	75682273	75682319	75683634	75683690
17540	"ENSMUSG00000066500"	"Izumo2"	chr7	+	44712997	44713078	44710510	44710531	44715327	44715451
17541	"ENSMUSG00000033545"	"Znrf1"	chr8	+	111606746	111606848	111537486	111537564	111609292	111609364
17542	"ENSMUSG00000033545"	"Znrf1"	chr8	+	111609292	111609388	111536236	111537564	111619205	111619311
17543	"ENSMUSG00000066415"	"Msl2"	chr9	+	101075879	101075956	101074100	101075420	101100570	101101785
17544	"ENSMUSG00000032352"	"Lrrc1"	chr9	-	77499233	77499351	77472151	77472230	77544464	77544850
17545	"ENSMUSG00000027207"	"Galk2"	chr2	+	125870325	125870461	125859147	125859377	125878277	125878366
17546	"ENSMUSG00000027207"	"Galk2"	chr2	+	125870325	125870461	125866253	125866385	125878277	125878366
17547	"ENSMUSG00000066463"	"Omt2a"	chr9	-	78312469	78312536	78312303	78312309	78312904	78313075
17548	"ENSMUSG00000066463"	"Omt2a"	chr9	-	78312469	78312635	78311971	78312309	78312904	78312961
17549	"ENSMUSG00000038750"	"Omt2b"	chr9	+	78328965	78329131	78328521	78328692	78329291	78329444
17550	"ENSMUSG00000057933"	"Gsta2"	chr9	-	78342486	78342597	78341829	78341938	78347088	78347168
17551	"ENSMUSG00000035934"	"Pknox2"	chr9	-	36954692	36954832	36934653	36936492	36968377	36968486
17552	"ENSMUSG00000035934"	"Pknox2"	chr9	-	36957006	36957123	36954692	36954832	36968377	36968486
17553	"ENSMUSG00000035934"	"Pknox2"	chr9	-	36968377	36968486	36954692	36954832	36987167	36987272
17554	"ENSMUSG00000035934"	"Pknox2"	chr9	-	36987167	36987272	36968377	36968486	37083206	37083276
17555	"ENSMUSG00000035934"	"Pknox2"	chr9	-	37137349	37137564	37083206	37083276	37147240	37147266
17556	"ENSMUSG00000033577"	"Myo6"	chr9	+	80293526	80293553	80292356	80292517	80293944	80293974
17557	"ENSMUSG00000033577"	"Myo6"	chr9	+	80293526	80293553	80292356	80292517	80296642	80296681
17558	"ENSMUSG00000033577"	"Myo6"	chr9	+	80293944	80293974	80292356	80292517	80296642	80296681
17559	"ENSMUSG00000033577"	"Myo6"	chr9	+	80293944	80293974	80293526	80293553	80296642	80296681
17560	"ENSMUSG00000033577"	"Myo6"	chr9	+	80296642	80296681	80292356	80292517	80299145	80299249
17561	"ENSMUSG00000033577"	"Myo6"	chr9	+	80303272	80303299	80300534	80300666	80306959	80307178
17562	"ENSMUSG00000032343"	"Impg1"	chr9	-	80440652	80440883	80435298	80435465	80465222	80465481
17563	"ENSMUSG00000097466"	"D430036J16Rik"	chr9	+	81636834	81636937	81631929	81632279	81642546	81642702
17564	"ENSMUSG00000097466"	"D430036J16Rik"	chr9	+	81639160	81639183	81636834	81636937	81642546	81642702
17565	"ENSMUSG00000032251"	"Irak1bp1"	chr9	+	82837417	82837483	82829539	82830339	82846298	82846429
17566	"ENSMUSG00000032253"	"Phip"	chr9	-	82915961	82916024	82915295	82915424	82926396	82926531
17567	"ENSMUSG00000032253"	"Phip"	chr9	-	82928828	82928869	82928099	82928198	82928974	82929075
17568	"ENSMUSG00000032253"	"Phip"	chr9	-	82932485	82932586	82930303	82930374	82932845	82933067
17569	"ENSMUSG00000098747"	"Gm27216"	chr9	-	83249973	83250108	83241104	83241176	83253622	83253682
17570	"ENSMUSG00000028527"	"Ak4"	chr4	+	101447159	101447279	101419705	101419965	101460499	101460581
17571	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56691744	56691882	56686005	56686061	56692520	56692721
17572	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56692520	56692721	56686005	56686061	56696601	56696638
17573	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56707162	56707238	56706861	56706965	56707850	56707953
17574	"ENSMUSG00000099724"	"4930554C24Rik"	chr9	+	84779968	84780066	84776703	84776777	84782698	84782908
17575	"ENSMUSG00000099724"	"4930554C24Rik"	chr9	+	84785875	84785955	84782698	84782908	84792599	84792718
17576	"ENSMUSG00000068874"	"Selenbp1"	chr3	+	94936894	94937007	94936696	94936753	94937207	94937393
17577	"ENSMUSG00000068874"	"Selenbp1"	chr3	+	94939645	94939828	94937954	94938075	94940047	94940226
17578	"ENSMUSG00000020827"	"Mink1"	chr11	+	70606630	70606717	70605949	70606164	70606919	70607079
17579	"ENSMUSG00000020827"	"Mink1"	chr11	+	70608588	70608699	70608340	70608426	70608839	70608958
17580	"ENSMUSG00000020827"	"Mink1"	chr11	+	70609407	70609431	70609165	70609254	70609553	70609717
17581	"ENSMUSG00000022453"	"Naga"	chr15	-	82335496	82335591	82334616	82334947	82335842	82336020
17582	"ENSMUSG00000022453"	"Naga"	chr15	-	82336769	82336941	82335842	82336020	82337386	82337496
17583	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56012270	56012492	56011865	56011962	56014940	56015109
17584	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56015470	56015560	56015207	56015278	56015903	56015996
17585	"ENSMUSG00000042761"	"Mrap2"	chr9	+	87144530	87144675	87144342	87144397	87169524	87169658
17586	"ENSMUSG00000042761"	"Mrap2"	chr9	+	87144976	87145157	87144305	87144397	87169524	87169658
17587	"ENSMUSG00000020074"	"Ccar1"	chr10	-	62753173	62753413	62751742	62751854	62756482	62756674
17588	"ENSMUSG00000099950"	"9130227L01Rik"	chr1	+	55970514	55970652	55960913	55961162	55971079	55972328
17589	"ENSMUSG00000002109"	"Ddb2"	chr2	-	91217052	91217230	91216665	91216808	91217306	91217406
17590	"ENSMUSG00000002109"	"Ddb2"	chr2	-	91218743	91218889	91217306	91217406	91234107	91234299
17591	"ENSMUSG00000032423"	"Syncrip"	chr9	-	88480605	88480765	88479793	88479912	88482055	88482131
17592	"ENSMUSG00000016757"	"Ttll12"	chr15	-	83591378	83591548	83588502	83588701	83594948	83595157
17593	"ENSMUSG00000039313"	"Minar1"	chr9	-	89596009	89596075	89591100	89591300	89596435	89596690
17594	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90061394	90061476	90060478	90060510	90062716	90062787
17595	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90061501	90061624	90060478	90060510	90062716	90062787
17596	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90061518	90061624	90060478	90060510	90062716	90062787
17597	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90064152	90064257	90062521	90062787	90064506	90064593
17598	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90068909	90068980	90067026	90068473	90071818	90071925
17599	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90100442	90100523	90097863	90097889	90102299	90102386
17600	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90103654	90103768	90102299	90102386	90107234	90107302
17601	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90103654	90103771	90102299	90102386	90107234	90107302
17602	"ENSMUSG00000046367"	"Mgat4e"	chr1	-	134546625	134546722	134540954	134542165	134546883	134546950
17603	"ENSMUSG00000052752"	"Traf7"	chr17	-	24513192	24513376	24512949	24513084	24513898	24513932
17604	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514829	24514124	24514217	24516504	24516596
17605	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514866	24514124	24514217	24516504	24516596
17606	"ENSMUSG00000052752"	"Traf7"	chr17	-	24516504	24516596	24514712	24514829	24518741	24518794
17607	"ENSMUSG00000052752"	"Traf7"	chr17	-	24516504	24516599	24514712	24514829	24518741	24518794
17608	"ENSMUSG00000039364"	"Sectm1b"	chr11	-	121063195	121063303	121056203	121056367	121063516	121063569
17609	"ENSMUSG00000039364"	"Sectm1b"	chr11	-	121063195	121063386	121056203	121056367	121063516	121063545
17610	"ENSMUSG00000036972"	"Zic4"	chr9	+	91371815	91372049	91371349	91371533	91372607	91373923
17611	"ENSMUSG00000043263"	"Ifi209"	chr1	+	173641336	173641444	173641004	173641244	173642486	173642900
17612	"ENSMUSG00000054385"	"Ceacam2"	chr7	-	25519962	25520015	25519158	25519190	25520813	25520931
17613	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62349352	62349493	62345234	62345318	62351377	62351546
17614	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62349394	62349493	62345234	62345318	62351377	62351390
17615	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62359760	62359934	62358854	62359015	62366963	62367159
17616	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62403435	62403462	62401200	62401267	62403798	62403851
17617	"ENSMUSG00000074139"	"1700057G04Rik"	chr9	+	92326381	92326490	92309376	92309432	92343450	92343683
17618	"ENSMUSG00000074139"	"1700057G04Rik"	chr9	+	92346133	92346267	92343450	92343683	92347801	92347844
17619	"ENSMUSG00000074139"	"1700057G04Rik"	chr9	+	92347801	92347844	92343450	92343683	92350925	92351071
17620	"ENSMUSG00000074139"	"1700057G04Rik"	chr9	+	92353466	92353605	92352534	92352696	92354544	92354706
17621	"ENSMUSG00000032374"	"Plod2"	chr9	+	92601984	92602047	92600740	92600882	92602947	92603061
17622	"ENSMUSG00000024069"	"Slc30a6"	chr17	+	74412273	74412322	74409825	74410428	74412606	74412724
17623	"ENSMUSG00000024069"	"Slc30a6"	chr17	+	74418619	74418667	74415619	74415722	74419531	74419600
17624	"ENSMUSG00000054594"	"Oscar"	chr7	-	3615483	3615516	3611583	3611883	3616040	3616085
17625	"ENSMUSG00000032407"	"U2surp"	chr9	-	95488745	95488789	95485560	95485665	95489699	95489911
17626	"ENSMUSG00000032407"	"U2surp"	chr9	-	95500687	95500819	95495834	95495933	95502539	95502584
17627	"ENSMUSG00000032407"	"U2surp"	chr9	-	95500687	95500873	95495834	95495933	95502539	95502584
17628	"ENSMUSG00000032407"	"U2surp"	chr9	-	95502539	95502584	95495834	95495933	95511816	95511859
17629	"ENSMUSG00000028693"	"Nasp"	chr4	-	116610402	116611377	116605683	116605763	116611971	116612081
17630	"ENSMUSG00000028693"	"Nasp"	chr4	-	116614329	116614410	116611466	116612081	116618869	116618980
17631	"ENSMUSG00000101867"	"C78334"	chr9	-	96019168	96019227	96017933	96018255	96019330	96019405
17632	"ENSMUSG00000020541"	"Tom1l1"	chr11	-	90672832	90672937	90671083	90671200	90673663	90673786
17633	"ENSMUSG00000020541"	"Tom1l1"	chr11	-	90673663	90673786	90671121	90671200	90674669	90674819
17634	"ENSMUSG00000041440"	"Gk5"	chr9	+	96129000	96129094	96119361	96119612	96133388	96133464
17635	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96223093	96223198	96202130	96202188	96232681	96232748
17636	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96223093	96223198	96247049	96247087
17637	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96223093	96223198	96273838	96273942
17638	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96247049	96247088	96223093	96223198	96273838	96273942
17639	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96247049	96247088	96232681	96232748	96273838	96273942
17640	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96273838	96273942	96259284	96259300	96287600	96287716
17641	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96287600	96287722	96273838	96273942	96294964	96295127
17642	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96290579	96290627	96287600	96287722	96294964	96295127
17643	"ENSMUSG00000090086"	"AI480526"	chr5	-	123134623	123134717	123133722	123134430	123137954	123138109
17644	"ENSMUSG00000090086"	"AI480526"	chr5	-	123139718	123139755	123137954	123138066	123139868	123139973
17645	"ENSMUSG00000028552"	"Eps15"	chr4	+	109309124	109309220	109305676	109305724	109312303	109312369
17646	"ENSMUSG00000028552"	"Eps15"	chr4	+	109379866	109380029	109378264	109378341	109382784	109382966
17647	"ENSMUSG00000028552"	"Eps15"	chr4	+	109382784	109382966	109379866	109380029	109385318	109385465
17648	"ENSMUSG00000028552"	"Eps15"	chr4	+	109382846	109382966	109379866	109380029	109385318	109385687
17649	"ENSMUSG00000101581"	"C430002N11Rik"	chr9	+	96769617	96769735	96765574	96765678	96769950	96770096
17650	"ENSMUSG00000101581"	"C430002N11Rik"	chr9	+	96771480	96771613	96769950	96770096	96773235	96773363
17651	"ENSMUSG00000101581"	"C430002N11Rik"	chr9	+	96771567	96771613	96769950	96770096	96773235	96773290
17652	"ENSMUSG00000023571"	"C1qtnf12"	chr4	+	155965593	155965702	155964979	155965131	155965865	155965956
17653	"ENSMUSG00000039943"	"Plcb4"	chr2	+	135805548	135805605	135741829	135741887	135877382	135877481
17654	"ENSMUSG00000039943"	"Plcb4"	chr2	+	135965051	135965087	135961718	135961819	135967024	135967166
17655	"ENSMUSG00000039943"	"Plcb4"	chr2	+	136000133	136000309	135998676	135998752	136002558	136002660
17656	"ENSMUSG00000039943"	"Plcb4"	chr2	+	136010935	136010972	136007822	136007909	136012965	136013269
17657	"ENSMUSG00000032449"	"Slc25a36"	chr9	-	97090092	97090174	97085056	97085123	97093076	97093177
17658	"ENSMUSG00000021764"	"Ndufs4"	chr13	-	114307816	114307890	114287794	114288866	114316856	114317029
17659	"ENSMUSG00000021764"	"Ndufs4"	chr13	-	114351447	114351526	114316856	114317029	114387958	114388050
17660	"ENSMUSG00000021764"	"Ndufs4"	chr13	-	114387407	114387457	114351447	114351526	114387958	114388049
17661	"ENSMUSG00000016150"	"Tenm1"	chrX	-	42648393	42648414	42642575	42642808	42657456	42657706
17662	"ENSMUSG00000040812"	"Agbl2"	chr2	+	90789778	90789832	90788932	90789067	90791459	90791612
17663	"ENSMUSG00000056267"	"Cep70"	chr9	+	99263628	99263809	99262825	99262949	99275577	99275747
17664	"ENSMUSG00000030341"	"Tnfrsf1a"	chr6	+	125358275	125358391	125358053	125358132	125360496	125360573
17665	"ENSMUSG00000037681"	"Esyt3"	chr9	-	99321381	99321444	99320833	99320902	99321526	99321589
17666	"ENSMUSG00000028996"	"Rbp7"	chr4	-	149451251	149451350	149449686	149449923	149452848	149452950
17667	"ENSMUSG00000028996"	"Rbp7"	chr4	-	149453355	149453534	149452848	149452950	149454877	149454978
17668	"ENSMUSG00000037784"	"Dzip1l"	chr9	+	99632636	99632748	99629495	99629669	99637346	99637796
17669	"ENSMUSG00000037784"	"Dzip1l"	chr9	+	99632636	99632748	99629577	99629962	99637346	99637796
17670	"ENSMUSG00000060538"	"Tmem219"	chr7	-	126888890	126889060	126886217	126886315	126891602	126891832
17671	"ENSMUSG00000060538"	"Tmem219"	chr7	-	126897025	126897224	126896748	126896938	126898223	126898253
17672	"ENSMUSG00000060538"	"Tmem219"	chr7	-	126897025	126897227	126896748	126896938	126898223	126898276
17673	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69919448	69919478	69919150	69919336	69921162	69921386
17674	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69920340	69920422	69919150	69919336	69920800	69920919
17675	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69920340	69920422	69919150	69919336	69921162	69921190
17676	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69920340	69920434	69919150	69919336	69920800	69920940
17677	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69920340	69920434	69919150	69919336	69921023	69921085
17678	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69920340	69920434	69919150	69919336	69921162	69921386
17679	"ENSMUSG00000101584"	"4930519F24Rik"	chr9	+	100027999	100028138	100023647	100023750	100034550	100034650
17680	"ENSMUSG00000118380"	"Gm36037"	chr18	+	34991144	34991343	34982924	34982994	35000043	35000116
17681	"ENSMUSG00000118380"	"Gm36037"	chr18	+	35079145	35079352	35003017	35003169	35109233	35109445
17682	"ENSMUSG00000037286"	"Stag1"	chr9	+	100663249	100663298	100643612	100643796	100705152	100705254
17683	"ENSMUSG00000037286"	"Stag1"	chr9	+	100834417	100834541	100803280	100803354	100845015	100845114
17684	"ENSMUSG00000037286"	"Stag1"	chr9	+	100854081	100854154	100848658	100848738	100855796	100855904
17685	"ENSMUSG00000037286"	"Stag1"	chr9	+	100855796	100855904	100848658	100848738	100866099	100866214
17686	"ENSMUSG00000037286"	"Stag1"	chr9	+	100942637	100942739	100931586	100931726	100944768	100944917
17687	"ENSMUSG00000037286"	"Stag1"	chr9	+	100953485	100953596	100951606	100951781	100954220	100954335
17688	"ENSMUSG00000032527"	"Pccb"	chr9	-	101012704	101012815	100999164	100999273	101023135	101023249
17689	"ENSMUSG00000032527"	"Pccb"	chr9	-	101030174	101030243	101027079	101027136	101031855	101031975
17690	"ENSMUSG00000032527"	"Pccb"	chr9	-	101031855	101031975	101030174	101030243	101034668	101034850
